Rank,Game Name,Publish Year,Platform ID,Genre ID,Publisher ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales
4851,Diner Dash: Sizzle & Serve,1/1/2007,5,6,238,0.34,0.03,0,0.03
4852,Rapala Pro Bass Fishing 2010,1/1/2010,29,11,117,0.32,0.05,0,0.03
4853,Legends of WrestleMania,1/1/2009,29,3,615,0.2,0.16,0,0.04
4854,Wii Sports Club,1/1/2014,27,11,469,0.19,0.14,0.04,0.03
4855,Tomb Raider: Anniversary,1/1/2007,29,1,238,0.12,0.23,0,0.05
4856,You Don't Know Jack,1/1/1999,16,4,656,0.22,0.15,0,0.03
4857,Mystery Dungeon: Shiren the Wanderer,1/1/1995,24,8,187,0,0,0.4,0
4858,Sonic Lost World,1/1/2013,27,5,553,0.24,0.12,0.01,0.03
4859,Condemned 2: Bloodshot,1/1/2008,18,1,553,0.17,0.16,0,0.07
4860,Silent Hill: Homecoming,,18,1,382,0.18,0.15,0,0.06
4861,Star Wars: Clone Wars,1/1/2002,8,9,117,0.31,0.08,0,0.01
4862,NBA Live 2002,1/1/2001,30,11,239,0.35,0.03,0,0.02
4863,Boku no Natsuyasumi,1/1/2000,16,2,565,0,0,0.37,0.03
4864,Armored Core V,1/1/2012,18,10,452,0.09,0.04,0.24,0.02
4865,I-Ninja,1/1/2003,17,5,565,0.19,0.15,0,0.05
4866,Command & Conquer,1/1/1996,16,12,653,0.22,0.15,0,0.03
4867,Harvest Moon: Save the Homeland,,17,10,641,0.19,0.15,0,0.05
4868,NBA Jam,1/1/2010,18,11,239,0.22,0.12,0,0.06
4869,Mass Effect 2,1/1/2010,14,8,239,0.01,0.32,0,0.07
4870,SD Gundam G Generation Seed,1/1/2004,17,12,452,0,0,0.4,0
4871,Call of Duty: Finest Hour,1/1/2004,8,9,117,0.31,0.08,0,0.01
4872,Scooby-Doo! and the Spooky Swamp,1/1/2010,5,1,660,0.26,0.1,0,0.03
4873,Naruto: Path of the Ninja,1/1/2007,5,8,211,0.37,0,0,0.03
4874,Rise of the Tomb Raider,1/1/2015,29,2,575,0.17,0.19,0,0.03
4875,Hitman: Blood Money,1/1/2006,29,1,238,0.29,0.06,0.01,0.03
4876,Tales of Phantasia,1/1/1995,24,8,452,0,0,0.4,0
4877,Alpha Protocol,1/1/2010,29,8,553,0.23,0.13,0,0.04
4878,Suzuki TT Superbikes,1/1/2005,17,7,363,0.33,0.01,0,0.05
4879,Rumble Roses,1/1/2004,17,3,382,0.19,0.15,0,0.05
4880,Just Dance 2014,1/1/2013,18,4,633,0.17,0.15,0,0.07
4881,Fantastic Four: Rise of the Silver Surfer,1/1/2007,17,1,599,0.19,0.15,0,0.05
4882,Ultimate Spider-Man,1/1/2005,30,1,117,0.26,0.11,0,0.02
4883,GRID 2,1/1/2013,18,7,191,0.07,0.23,0.01,0.09
4884,LEGO The Lord of the Rings,1/1/2012,3,1,660,0.19,0.17,0,0.03
4885,Juiced 2: Hot Import Nights,1/1/2007,17,7,615,0.19,0.15,0.01,0.05
4886,Skylanders: SuperChargers,1/1/2015,18,1,117,0.15,0.18,0,0.06
4887,NHL 99,1/1/1998,11,11,239,0.38,0.01,0,0
4888,NBA 2K10,1/1/2009,26,11,599,0.36,0,0,0.03
4889,Dungeon Siege III,1/1/2011,18,8,575,0.17,0.14,0.03,0.06
4890,Viking: Battle for Asgard,1/1/2008,18,1,553,0.14,0.18,0,0.07
4891,Brunswick Pro Bowling,1/1/2007,26,11,107,0.36,0.01,0,0.03
4892,Monster Jam: Urban Assault,1/1/2008,5,7,117,0.37,0,0,0.03
4893,Danball Senki,1/1/2011,20,8,388,0,0,0.39,0
4894,NASCAR Heat,1/1/2000,16,7,317,0.22,0.15,0,0.03
4895,Bloody Roar,1/1/1997,16,3,653,0.22,0.15,0,0.03
4896,Bump 'n' Jump,1/1/1982,1,7,409,0.37,0.02,0,0
4897,Mobile Suit Gundam: Lost War Chronicles,1/1/2002,17,9,452,0,0,0.39,0
4898,Disney's Brother Bear,1/1/2003,7,1,615,0.28,0.1,0,0.01
4899,Naruto: Clash of Ninja Revolution 2,1/1/2008,26,3,622,0.34,0.02,0,0.03
4900,NBA Live 09,1/1/2008,17,11,239,0.32,0.01,0.01,0.05
4901,LEGO Star Wars III: The Clone Wars,1/1/2011,20,1,396,0.14,0.17,0,0.09
4902,The House of The Dead III,1/1/2002,30,9,553,0.29,0.08,0,0.01
4903,Rune Factory: Frontier,1/1/2008,26,8,540,0.18,0.14,0.04,0.04
4904,Fire Emblem: Fuuin no Tsurugi,1/1/2002,7,8,469,0,0,0.39,0
4905,SpongeBob's Truth or Square (US sales),1/1/2009,20,1,615,0.39,0,0,0
4906,FIFA 12,1/1/2011,3,11,239,0.08,0.26,0,0.05
4907,Ener-G: Gym Rockets,1/1/2008,5,11,633,0.36,0,0,0.03
4908,The Darkness II,1/1/2012,29,9,599,0.24,0.12,0,0.03
4909,NBA Live 09,1/1/2008,20,11,239,0.23,0.07,0.03,0.06
4910,Laser Blast,1/1/1981,1,1,117,0.37,0.02,0,0
4911,Dancing with the Stars: We Dance!,1/1/2008,5,4,117,0.36,0,0,0.03
4912,LocoRoco,1/1/2006,20,5,565,0.14,0.05,0.16,0.04
4913,Thrasher Presents: Skate and Destroy,1/1/1998,16,11,599,0.22,0.15,0,0.03
4914,Are You Smarter than a 5th Grader? Make the Grade,1/1/2008,5,4,615,0.36,0,0,0.03
4915,Donkey Konga 2,1/1/2004,8,4,469,0.3,0.08,0,0.01
4916,Just Dance 2014,1/1/2013,19,4,633,0.18,0.16,0,0.05
4917,Metal Gear Solid: The Legacy Collection,1/1/2013,18,2,382,0.31,0.01,0.03,0.05
4918,Tear Ring Saga Yutona Eiyuu Senki,1/1/2001,16,8,247,0,0,0.37,0.03
4919,Project X Zone,1/1/2012,3,8,452,0.18,0.04,0.15,0.02
4920,Red Faction: Armageddon,1/1/2011,29,9,615,0.18,0.17,0.01,0.04
4921,Wipeout 2048,1/1/2012,21,7,565,0.14,0.19,0,0.06
4922,Need for Speed: Nitro,1/1/2009,5,7,239,0.22,0.13,0,0.04
4923,Mystery Case Files: The Malgrave Incident,1/1/2011,26,2,469,0.19,0.17,0,0.03
4924,Yoshi Touch & Go,1/1/2005,5,5,469,0.34,0.02,0,0.03
4925,EA Sports Active 2,1/1/2010,29,11,239,0.18,0.17,0,0.04
4926,Combat of Giants: Dinosaurs 3D,1/1/2011,3,12,633,0.25,0.06,0.05,0.03
4927,Taiko no Tatsujin Wii: Ketteiban,1/1/2011,26,4,452,0,0,0.39,0
4928,Age of Empires III,1/1/2005,14,12,428,0,0.32,0,0.07
4929,SSX 3,1/1/2003,30,11,239,0.29,0.08,0,0.01
4930,MLB 15: The Show,1/1/2015,18,11,565,0.3,0.01,0,0.07
4931,Madden NFL 2005,1/1/2004,7,11,239,0.28,0.1,0,0.01
4932,All-Star Baseball 2000,1/1/1999,11,11,113,0.36,0.03,0,0
4933,Custom Robo V2,1/1/2000,11,3,469,0,0,0.34,0.05
4934,Extreme-G: XG2,1/1/1998,11,7,113,0.31,0.07,0,0
4935,BattleTanx: Global Assault,1/1/1999,11,1,105,0.31,0.07,0,0
4936,Robert Ludlum's The Bourne Conspiracy,,18,1,656,0.18,0.14,0,0.06
4937,Chibi-Robo! Plug into Adventure!,1/1/2005,8,2,469,0.23,0.06,0.09,0.01
4938,Dawn of Discovery,1/1/2009,14,10,633,0,0.32,0,0.07
4939,Jampack Winter 2003 (RP-T),1/1/2003,17,4,565,0.19,0.15,0,0.05
4940,Dancing with the Stars: We Dance!,1/1/2008,26,4,117,0.36,0,0,0.03
4941,Kengo: Master of Bushido,1/1/2000,17,3,633,0.16,0.13,0.06,0.04
4942,Blood Omen 2,1/1/2002,17,1,238,0.19,0.15,0,0.05
4943,Sesame Street: Elmo's A-to-Zoo Adventure,1/1/2010,26,4,660,0.37,0,0,0.02
4944,Skylanders Giants,1/1/2012,27,1,117,0.23,0.12,0,0.04
4945,Just Dance 4,1/1/2012,27,4,633,0.22,0.14,0,0.03
4946,Super Fire ProWrestling,1/1/1991,24,3,329,0,0,0.39,0
4947,Cabela's Dangerous Hunts 2,1/1/2005,17,11,117,0.19,0.15,0,0.05
4948,Marvel: Ultimate Alliance,1/1/2006,18,8,117,0.33,0.02,0,0.04
4949,SpongeBob vs The Big One: Beach Party Cook Off,1/1/2009,5,2,615,0.24,0.11,0,0.04
4950,MotoGP 08,1/1/2008,18,7,182,0.07,0.24,0,0.08
4951,Imagine: Party Babyz,1/1/2008,26,10,633,0.34,0.02,0,0.03
4952,Chessmaster,1/1/2003,17,4,633,0.19,0.15,0,0.05
4953,Tiger Woods PGA Tour 14,1/1/2013,18,11,239,0.16,0.15,0,0.07
4954,Fatal Fury,1/1/1992,24,3,597,0,0,0.39,0
4955,Farming Simulator 2013,1/1/2013,29,10,263,0.22,0.13,0,0.03
4956,From TV Animation One Piece: Yume no Lufy Kaizokudan Tanjou!,1/1/2001,6,8,162,0,0,0.39,0
4957,The Dog Island,1/1/2007,26,2,633,0.35,0.01,0,0.03
4958,Madden NFL Football,1/1/2011,3,11,239,0.36,0.01,0,0.03
4959,The Sims 2,1/1/2005,7,10,239,0.28,0.1,0,0.01
4960,Ice Age 2: The Meltdown,1/1/2006,17,5,656,0.19,0.15,0,0.05
4961,MLB 14: The Show,1/1/2014,18,11,566,0.35,0,0,0.04
4962,Super Famista 3,1/1/1994,24,11,452,0,0,0.39,0
4963,Auto Modellista,1/1/2002,17,7,182,0.19,0.15,0,0.05
4964,Tom Clancy's Ghost Recon 2: Summit Strike,1/1/2005,30,9,633,0.29,0.08,0,0.01
4965,Junior Classic Games,1/1/2009,5,4,158,0.26,0.09,0,0.03
4966,Hooked! Again: Real Motion Fishing,1/1/2009,26,11,107,0.36,0,0,0.03
4967,Tiger Woods PGA Tour 08,1/1/2007,17,11,239,0.19,0.15,0,0.05
4968,Karaoke Revolution Presents American Idol Encore,1/1/2008,17,4,382,0.19,0.15,0,0.05
4969,Airlock,1/1/1981,1,1,215,0.36,0.02,0,0
4970,Tokimeki Memorial 2,1/1/1999,16,10,382,0,0,0.36,0.03
4971,Samurai Warriors Chronicles,1/1/2011,3,1,607,0.12,0.05,0.2,0.01
4972,Tomb Raider: Legend,1/1/2006,29,1,238,0.27,0.08,0.01,0.03
4973,Ice Age: Dawn of the Dinosaurs,1/1/2009,5,1,117,0.2,0.15,0,0.04
4974,Dance Party: Pop Hits,1/1/2009,26,4,477,0,0.36,0,0.02
4975,Harry Potter: Quidditch World Cup,1/1/2003,7,11,239,0.28,0.1,0,0.01
4976,Jam Sessions: Sing and Play Guitar (US sales),1/1/2007,5,4,633,0.38,0,0,0
4977,Saints Row IV,1/1/2015,19,1,219,0.13,0.17,0.03,0.06
4978,Evil Dead: Fistfull of Boomstick,1/1/2003,17,1,615,0.19,0.15,0,0.05
4979,One Piece: Unlimited World Red,1/1/2013,3,1,452,0.05,0.04,0.28,0.01
4980,Phantasy Star Ø,1/1/2008,5,8,553,0.16,0,0.2,0.01
4981,Triple Play 97,1/1/1996,16,11,240,0.21,0.15,0,0.03
4982,Virtua Tennis 2009,1/1/2009,18,11,553,0.09,0.23,0,0.07
4983,Super Soccer,1/1/1991,24,11,469,0,0,0.38,0
4984,Shin Megami Tensei: Nocturne,1/1/2003,17,8,293,0.07,0.05,0.25,0.02
4985,Wario Land II (GBC),1/1/1998,6,5,469,0,0,0.38,0
4986,San Francisco Rush: Extreme Racing,1/1/1997,16,7,309,0.21,0.15,0,0.03
4987,Dragon's Crown,1/1/2013,21,8,472,0.16,0.05,0.12,0.05
4988,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,1/1/1998,16,7,329,0,0,0.36,0.03
4989,Imagine: Salon Stylist,1/1/2009,5,10,633,0.24,0.11,0,0.04
4990,ESPN College Hoops 2K5,1/1/2004,30,11,553,0.29,0.08,0,0.01
4991,Looney Tunes: Acme Arsenal,1/1/2007,17,1,660,0.19,0.15,0,0.05
4992,Cabela's Dangerous Hunts 2009,1/1/2008,26,11,119,0.36,0,0,0.03
4993,Fragile Dreams: Farewell Ruins of the Moon,1/1/2009,26,8,540,0.17,0.12,0.06,0.03
4994,SD Gundam G Generation Spirits,1/1/2007,17,12,452,0,0,0.38,0
4995,Batman: Arkham City,1/1/2012,27,1,660,0.17,0.18,0,0.03
4996,Disney Sing It,1/1/2008,18,4,226,0.27,0.07,0,0.04
4997,Peppa Pig: The Game,1/1/2009,26,4,506,0,0.35,0,0.03
4998,God Eater 2: Rage Burst,1/1/2015,21,8,452,0,0.01,0.37,0
4999,Get Fit with Mel B,1/1/2010,18,11,170,0.15,0.17,0,0.07
5000,The Cat in the Hat,1/1/2005,7,5,361,0.27,0.1,0,0.01
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,1/1/2009,20,3,452,0.13,0.04,0.19,0.03
5002,NFL GameDay 2002,1/1/2001,17,11,565,0.19,0.15,0,0.05
5003,Turok: Evolution,1/1/2002,8,9,113,0.3,0.08,0,0.01
5004,Destiny: The Taken King,1/1/2015,29,9,117,0.22,0.12,0,0.03
5005,Tamagotchi Connection: Corner Shop 3,1/1/2007,5,10,154,0.07,0,0.31,0.01
5006,Mobile Suit Gundam: Giren no Yabou Zeon Dokuritsu Sensouden,1/1/2002,17,12,452,0,0,0.38,0
5007,Ice Age,1/1/2002,7,1,633,0.27,0.1,0,0.01
5008,Sega Superstars Tennis,1/1/2008,17,11,553,0.1,0,0,0.28
5009,Headhunter,1/1/2002,17,1,553,0.19,0.15,0,0.05
5010,Skate,1/1/2007,18,11,239,0.29,0.05,0,0.04
5011,Shin Megami Tensei: Devil Summoner,1/1/1995,22,8,156,0,0,0.38,0
5012,Raving Rabbids: Travel in Time 3D,1/1/2011,3,5,633,0.11,0.23,0,0.04
5013,NCAA Football 08,1/1/2007,18,11,239,0.35,0,0,0.03
5014,Marvel Nemesis: Rise of the Imperfects,1/1/2005,8,3,239,0.3,0.08,0,0.01
5015,NHL 15,1/1/2014,18,11,239,0.21,0.11,0,0.06
5016,ESPN Extreme Games,1/1/1994,16,11,565,0.11,0.08,0.17,0.03
5017,Forza Horizon 3,1/1/2016,31,7,428,0.15,0.2,0,0.03
5018,Overlord: Dark Legend,1/1/2009,26,1,191,0.12,0.22,0,0.04
5019,Ninja: Shadow of Darkness,1/1/1998,16,1,238,0.21,0.14,0,0.02
5020,SD Gundam G Generation-F,1/1/2000,16,12,452,0,0,0.36,0.02
5021,Bratz: Rock Angelz,1/1/2005,17,4,615,0.19,0.15,0,0.05
5022,FlatOut,1/1/2004,17,7,243,0.19,0.15,0,0.05
5023,Phoenix Wright: Ace Attorney - Dual Destinies,1/1/2013,3,2,182,0,0,0.38,0
5024,SSX 3,1/1/2003,8,11,239,0.29,0.08,0,0.01
5025,NCAA Football 11,1/1/2010,17,11,239,0.19,0.15,0,0.05
5026,Tales of Zestiria,1/1/2015,19,8,452,0.16,0.15,0.02,0.06
5027,Lilo & Stitch 2: Hämsterviel Havoc,1/1/2004,7,1,226,0.27,0.1,0,0.01
5028,Metal Gear Solid: Snake Eater 3D,1/1/2012,3,1,382,0.15,0.11,0.1,0.02
5029,Risk: Global Domination,1/1/2003,17,12,154,0.19,0.15,0,0.05
5030,Elite Beat Agents,1/1/2006,5,4,469,0.31,0.03,0,0.03
5031,NBA 2K7,1/1/2006,18,11,599,0.3,0.04,0,0.04
5032,Mobile Suit Gundam version 2.0,1/1/1996,16,1,452,0,0,0.36,0.02
5033,Grandia Xtreme,1/1/2002,17,8,245,0.07,0.05,0.25,0.02
5034,Silent Scope,1/1/2000,17,9,382,0.19,0.15,0,0.05
5035,Final Fantasy Adventure,1/1/1991,6,8,576,0,0,0.38,0
5036,Virtua Tennis 2009,1/1/2009,26,11,553,0.13,0.21,0,0.04
5037,Dora The Explorer: Dora Saves the Snow Princess,1/1/2008,17,5,599,0.19,0.15,0,0.05
5038,The Incredible Hulk,1/1/2008,17,1,553,0.32,0.01,0,0.05
5039,Mercenaries 2: World in Flames,1/1/2008,17,9,239,0.21,0,0,0.17
5040,Cabela's Big Game Hunter 2012,1/1/2011,26,11,117,0.34,0.02,0,0.02
5041,EA Sports MMA,1/1/2010,18,3,239,0.16,0.15,0.01,0.06
5042,Iron Man 2,1/1/2010,20,1,553,0.18,0.12,0,0.07
5043,DiRT 2,1/1/2009,26,7,191,0.11,0.23,0,0.04
5044,Tokimeki Memorial: Forever with You,1/1/1996,22,10,382,0,0,0.38,0
5045,MediEvil II,1/1/1999,16,1,565,0.21,0.14,0,0.02
5046,Guitar Hero On Tour: Modern Hits,1/1/2009,5,4,117,0.13,0.2,0,0.04
5047,Hunter: The Reckoning,1/1/2002,30,1,351,0.28,0.08,0,0.01
5048,MX vs. ATV Untamed,1/1/2007,17,7,615,0.32,0.01,0,0.05
5049,Rogue Trip: Vacation 2012,1/1/1998,16,7,309,0.21,0.14,0,0.02
5050,Dai-4-Ji Super Robot Taisen,1/1/1995,24,12,162,0,0,0.38,0
5051,Tiger Woods PGA Tour 08,1/1/2007,20,11,239,0.14,0.15,0,0.09
5052,Pokemon Channel,1/1/2003,8,2,469,0.24,0.06,0.07,0.01
5053,Taiko no Tatsujin Portable DX,1/1/2011,20,4,452,0,0,0.38,0
5054,Etrian Odyssey IV: Legends of the Titans,1/1/2012,3,8,156,0.12,0.05,0.2,0.01
5055,Moto Racer World Tour,1/1/2000,16,7,565,0.21,0.14,0,0.02
5056,NCAA Final Four 2000,1/1/1999,16,11,110,0.21,0.14,0,0.02
5057,Scribblenauts: Unlimited,1/1/2012,27,1,660,0.26,0.09,0,0.03
5058,FIFA 17,1/1/2016,18,11,239,0.02,0.29,0.01,0.05
5059,Saints Row: The Third,1/1/2011,14,1,615,0.16,0.16,0,0.06
5060,Just Dance 2015,1/1/2014,19,4,633,0.19,0.13,0,0.06
5061,Madagascar: Escape 2 Africa,1/1/2008,17,1,117,0.12,0,0,0.26
5062,ZhuZhu Pets: Featuring The Wild Bunch,1/1/2010,26,10,117,0.32,0.03,0,0.03
5063,Hangman,,1,6,154,0.35,0.02,0,0
5064,Petz Rescue: Wildlife Vet,1/1/2008,5,10,633,0.35,0,0,0.03
5065,Green Day: Rock Band,1/1/2010,26,4,445,0.22,0.12,0,0.03
5066,Gravitar,1/1/1982,1,1,154,0.35,0.02,0,0
5067,Monster Jam: Path of Destruction,1/1/2010,5,7,117,0.35,0,0,0.02
5068,Toukiden: The Age of Demons,1/1/2013,21,1,607,0.05,0.05,0.25,0.03
5069,EyeToy Play 2,1/1/2004,17,4,565,0.18,0.14,0,0.05
5070,Dance Dance Revolution Ultramix 3,1/1/2005,30,10,382,0.28,0.08,0,0.01
5071,Mobile Suit Gundam: Extreme VS Full Boost,1/1/2014,18,3,452,0,0,0.38,0
5072,WWE SmackDown vs. Raw 2011,1/1/2010,17,3,615,0.24,0.07,0,0.07
5073,Need for Speed: Hot Pursuit,1/1/2010,14,7,239,0.12,0.2,0,0.06
5074,The Legend of Spyro: A New Beginning,1/1/2006,5,5,656,0.34,0.01,0,0.03
5075,Pro Evolution Soccer 2011 3D,1/1/2011,3,11,382,0.11,0.13,0.11,0.02
5076,Shin Megami Tensei: Devil Survivor Overclocked,1/1/2011,3,8,293,0.28,0.01,0.06,0.02
5077,Dragon Ball Z: Attack of the Saiyans,1/1/2009,5,8,452,0.13,0.02,0.21,0.01
5078,Marvel Super Hero Squad,1/1/2009,26,3,615,0.31,0.03,0,0.03
5079,The House of the Dead: Overkill - Extended Cut,1/1/2011,18,9,553,0.15,0.17,0,0.06
5080,The Golden Compass,,20,1,553,0.11,0.16,0,0.1
5081,Harry Potter and the Prisoner of Azkaban,1/1/2004,8,1,239,0.29,0.08,0,0.01
5082,Quake 4,1/1/2005,29,9,117,0.32,0.03,0,0.03
5083,Petz Rescue: Ocean Patrol,1/1/2008,5,2,633,0.35,0,0,0.03
5084,Solaris,1/1/1986,1,9,154,0.35,0.02,0,0
5085,Puppy Palace,1/1/2008,5,10,633,0.35,0,0,0.03
5086,Super Dragon Ball Z,1/1/2006,17,3,154,0.09,0.07,0.19,0.02
5087,Paws & Claws: Pampered Pets,1/1/2009,5,10,615,0.35,0,0,0.03
5088,ESPN: Sports Connection,1/1/2012,27,11,633,0.21,0.12,0,0.04
5089,Alien: Isolation,1/1/2014,18,9,553,0.12,0.19,0,0.07
5090,Naruto Shippuden: Ninja Destiny 2,1/1/2008,5,3,598,0.19,0.03,0.13,0.02
5091,SAW,1/1/2009,18,1,382,0.13,0.17,0,0.07
5092,The Legend of Spyro: The Eternal Night,1/1/2007,5,5,656,0.32,0.03,0,0.03
5093,Tobal 2,1/1/1997,16,3,576,0,0,0.35,0.02
5094,Digging for Dinosaurs,1/1/2010,5,1,548,0.35,0,0,0.02
5095,Trivial Pursuit,1/1/2009,29,4,239,0.12,0.21,0,0.04
5096,Tiger Woods PGA Tour 09,1/1/2008,17,11,239,0.16,0,0,0.21
5097,Ultimate Spider-Man,1/1/2005,8,1,117,0.29,0.07,0,0.01
5098,Life is Strange,1/1/2016,19,2,575,0.14,0.15,0.03,0.06
5099,Kingdom Under Fire: Circle of Doom,1/1/2007,29,8,428,0.18,0.12,0.04,0.04
5100,NBA Inside Drive 2002,1/1/2002,30,11,428,0.28,0.08,0,0.01
5101,The BIGS,1/1/2007,26,11,599,0.34,0,0,0.03
5102,Major League Baseball 2K6,1/1/2006,29,11,571,0.34,0,0,0.03
5103,Kileak: The DNA Imperative,1/1/1994,16,9,565,0.08,0.06,0.21,0.02
5104,Petz: Catz 2,1/1/2006,17,10,633,0.18,0.14,0,0.05
5105,Mini Ninjas,1/1/2009,26,1,238,0.17,0.17,0,0.04
5106,Tom Clancy's The Division,1/1/2016,14,9,633,0.2,0.14,0,0.03
5107,Phantasy Star Portable 2: Infinity,1/1/2011,20,8,553,0,0,0.37,0
5108,Hell's Kitchen: The Game,1/1/2008,5,10,633,0.34,0.01,0,0.03
5109,LEGO Dimensions,1/1/2015,31,1,660,0.21,0.13,0,0.03
5110,"Monsters, Inc. Scream Arena",1/1/2002,8,5,615,0.29,0.07,0,0.01
5111,Reel Fishing III,1/1/2003,17,11,453,0.18,0.14,0,0.05
5112,Cabela's Deer Hunt 2005 Season,1/1/2004,17,11,117,0.18,0.14,0,0.05
5113,Prince of Persia: The Forgotten Sands,1/1/2010,20,1,633,0.09,0.18,0.01,0.1
5114,Rampage: Total Destruction,1/1/2006,17,1,430,0.18,0.14,0,0.05
5115,High Heat Major League Baseball 2003,1/1/2002,17,11,105,0.18,0.14,0,0.05
5116,Madden NFL 11,1/1/2010,20,11,239,0.35,0,0,0.03
5117,Super Formation Soccer 94,1/1/1994,24,11,329,0,0,0.37,0
5118,Panzer Dragoon,1/1/1995,22,9,553,0,0,0.37,0
5119,Tiger Woods PGA Tour 12: The Masters,1/1/2011,26,11,239,0.21,0.13,0,0.03
5120,Rage,1/1/2011,14,9,165,0.14,0.18,0,0.06
5121,Spider-Man: Friend or Foe,1/1/2007,17,1,117,0.31,0.01,0,0.05
5122,Yarudora Series Vol.1: Double Cast,1/1/1998,16,2,565,0,0,0.35,0.02
5123,Dungeon Siege III,1/1/2011,29,8,575,0.21,0.12,0.01,0.03
5124,Juiced 2: Hot Import Nights,1/1/2007,20,7,615,0.06,0.2,0,0.11
5125,Rec Room Games,1/1/2009,26,11,221,0.35,0,0,0.02
5126,Fushigi no Dungeon: Furai no Shiren 2 - Oni Shuurai! Shiren Shiro!,1/1/2000,11,8,187,0,0,0.32,0.05
5127,Turok: Rage Wars,1/1/1999,11,9,113,0.3,0.06,0,0
5128,Scooby-Doo! Classic Creep Capers,1/1/2000,11,1,615,0.3,0.06,0,0
5129,Dragonfire,1/1/1981,1,1,342,0.35,0.02,0,0
5130,Custom Robo,1/1/2004,8,8,469,0.29,0.07,0,0.01
5131,FIFA Soccer 13,1/1/2012,20,1,239,0.05,0.19,0.02,0.1
5132,Command & Conquer: Red Alert 3 Ultimate Edition,1/1/2009,18,12,239,0.14,0.17,0,0.06
5133,Harry Potter and the Order of the Phoenix,1/1/2007,20,1,239,0.1,0.17,0,0.1
5134,Medieval II: Total War Gold Edition,1/1/2008,14,12,553,0,0.33,0,0.03
5135,Pac-Man World 2,1/1/2002,8,1,469,0.28,0.07,0,0.01
5136,Kotoba no Puzzle: Mojipittan DS,1/1/2007,5,6,452,0,0,0.37,0
5137,Barbie Horse Adventures: Blue Ribbon Race,1/1/2003,7,11,379,0.26,0.1,0,0.01
5138,Bionic Commando,1/1/2009,18,5,182,0.12,0.17,0.01,0.07
5139,Wanted: Weapons of Fate,1/1/2009,29,9,660,0.17,0.15,0,0.04
5140,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,1/1/2003,7,2,575,0,0,0.36,0.01
5141,Dishonored,1/1/2015,19,1,165,0.11,0.18,0.02,0.06
5142,Marvel: Ultimate Alliance,1/1/2006,20,8,117,0.33,0,0,0.03
5143,NFL Street 2 Unleashed,1/1/2005,20,11,239,0.34,0,0,0.03
5144,Super Robot Taisen EX,1/1/1994,24,12,162,0,0,0.37,0
5145,FIFA Street 2,1/1/2006,17,11,239,0.17,0.13,0.02,0.04
5146,Bottom of the 9th,1/1/1999,11,11,382,0.37,0,0,0
5147,Theatrhythm Final Fantasy: Curtain Call,1/1/2014,3,4,575,0.13,0.08,0.15,0.02
5148,Trauma Center: Under the Knife,1/1/2005,5,10,469,0.3,0.01,0.02,0.03
5149,Shin Megami Tensei II,1/1/1994,24,8,156,0,0,0.37,0
5150,Xenosaga Episode III: Also sprach Zarathustra,1/1/2006,17,8,452,0.09,0.07,0.18,0.02
5151,Build-A-Bear Workshop: A Friend Fur All Seasons,1/1/2008,26,10,282,0.34,0,0,0.03
5152,Sid Meier's Civilization: Beyond Earth,1/1/2014,14,12,599,0.11,0.22,0,0.03
5153,Need for Speed: The Run,1/1/2011,14,1,239,0.09,0.21,0,0.07
5154,Virtua Fighter 3tb,1/1/1998,4,3,553,0,0,0.37,0
5155,Transformers: Dark of the Moon,1/1/2011,18,1,117,0.11,0.19,0,0.07
5156,Mini-Yonku GB: Let's & Go!!,1/1/1997,6,12,145,0,0,0.37,0
5157,Skylanders SWAP Force,1/1/2013,19,5,117,0.2,0.12,0,0.05
5158,LEGO Batman 2: DC Super Heroes,1/1/2012,21,1,660,0.17,0.13,0,0.06
5159,Rock Band 4,1/1/2015,19,4,316,0.25,0.05,0,0.07
5160,Left 4 Dead 2,1/1/2009,14,9,645,0,0.32,0,0.04
5161,The Sims 2: Castaway,1/1/2007,17,10,239,0.3,0.01,0,0.05
5162,NCAA Football 07,1/1/2006,20,11,239,0.34,0,0,0.03
5163,The Chronicles of Narnia: Prince Caspian,1/1/2008,26,1,226,0.31,0.02,0,0.03
5164,NBA Live 2003,,30,11,239,0.31,0.04,0,0.01
5165,Dreamworks Madagascar Kartz,1/1/2009,5,7,117,0.25,0.08,0,0.03
5166,My Horse & Me,1/1/2007,5,11,154,0.33,0,0,0.03
5167,GoldenEye: Rogue Agent,1/1/2004,8,9,239,0.28,0.07,0,0.01
5168,Zero4 Champ RR,1/1/1994,24,11,416,0,0,0.36,0
5169,Dragon Ball Z: Infinite World,1/1/2008,17,3,452,0.08,0.06,0.21,0.02
5170,Nonomura Byoin no Hitobito,1/1/1996,22,2,241,0,0,0.36,0
5171,Tom Clancy's HAWX 2,1/1/2010,29,1,633,0.24,0.09,0.01,0.03
5172,ESPN X Games Skateboarding,1/1/2001,17,11,382,0.18,0.14,0,0.05
5173,Bejeweled 3,,5,6,641,0.32,0.02,0,0.03
5174,Resident Evil Zero,1/1/2016,19,1,182,0.09,0.17,0.05,0.05
5175,Super Fire ProWrestling Special,1/1/1994,24,3,329,0,0,0.36,0
